223595.0	79019.0	81685.0	11108.0	10996.0	191.0	37.0
222674.0	79382.0	81756.0	11135.0	11110.0	191.0	44.0
222790.0	79168.0	81952.0	11093.0	11172.0	183.0	40.0
223670.0	79653.0	82227.0	11321.0	11091.0	162.0	39.0
223168.0	78849.0	82301.0	11118.0	11211.0	192.0	47.0
223678.0	79519.0	82127.0	11211.0	11490.0	201.0	41.0
223036.0	80039.0	81634.0	11064.0	11280.0	199.0	32.0
223564.0	79164.0	81488.0	10973.0	11120.0	197.0	40.0
222604.0	79197.0	81786.0	11099.0	11100.0	182.0	49.0
223075.0	79099.0	81860.0	11182.0	11074.0	150.0	29.0
223549.0	79466.0	82219.0	11245.0	11232.0	177.0	45.0
223934.0	79008.0	81368.0	11315.0	11253.0	208.0	53.0
223352.0	79543.0	81680.0	11053.0	11185.0	179.0	41.0
224192.0	79132.0	81831.0	11168.0	11211.0	182.0	46.0
224880.0	79226.0	81646.0	11242.0	11186.0	167.0	41.0
224335.0	79572.0	81560.0	11098.0	11011.0	174.0	34.0
223883.0	79074.0	81473.0	11133.0	11097.0	185.0	39.0
223577.0	78963.0	81774.0	11111.0	11158.0	191.0	45.0
224145.0	79657.0	81845.0	11290.0	11288.0	189.0	32.0
224753.0	79358.0	81196.0	11054.0	11163.0	175.0	43.0
224927.0	79309.0	81663.0	11242.0	11202.0	185.0	45.0
224162.0	79440.0	81701.0	11267.0	11309.0	196.0	47.0
224578.0	79331.0	81651.0	11217.0	11195.0	199.0	42.0
224186.0	79302.0	81194.0	11150.0	11144.0	190.0	39.0
224340.0	79644.0	81655.0	11057.0	11123.0	185.0	40.0
225758.0	79786.0	81259.0	11325.0	11163.0	199.0	39.0
224117.0	79371.0	81819.0	11211.0	11117.0	164.0	42.0
225257.0	79249.0	81685.0	11108.0	11117.0	152.0	28.0
225458.0	79064.0	81637.0	11130.0	11255.0	181.0	46.0
225074.0	79118.0	81571.0	11238.0	11075.0	170.0	35.0
224878.0	78911.0	81005.0	11145.0	11068.0	176.0	43.0
225072.0	79391.0	82134.0	11152.0	11325.0	208.0	43.0
225428.0	79964.0	81280.0	11090.0	11103.0	184.0	41.0
224910.0	79337.0	81273.0	11082.0	11159.0	187.0	32.0
224986.0	79143.0	80932.0	10928.0	10947.0	168.0	35.0
225936.0	79504.0	81820.0	11190.0	11174.0	165.0	29.0
225274.0	79160.0	81353.0	10929.0	11259.0	185.0	40.0
225629.0	79567.0	81292.0	11005.0	11084.0	171.0	42.0
225804.0	78824.0	81644.0	11134.0	11164.0	202.0	50.0
225060.0	79471.0	81407.0	11097.0	11139.0	205.0	49.0
226724.0	79574.0	81363.0	11253.0	11202.0	187.0	42.0
226783.0	79388.0	81641.0	11202.0	11118.0	162.0	37.0
226924.0	79949.0	81823.0	11230.0	11247.0	160.0	37.0
226118.0	78962.0	81603.0	11164.0	11253.0	180.0	35.0
226394.0	79507.0	82004.0	11080.0	11098.0	185.0	27.0
226873.0	79451.0	81642.0	11185.0	11356.0	199.0	35.0
226015.0	79232.0	81618.0	10965.0	11159.0	193.0	49.0
226269.0	79983.0	81207.0	11248.0	11060.0	183.0	43.0
226697.0	79258.0	80860.0	11202.0	11146.0	194.0	44.0
226972.0	80189.0	81475.0	11314.0	11339.0	193.0	38.0
227371.0	79755.0	82070.0	10830.0	11289.0	196.0	47.0
226780.0	79321.0	81768.0	11064.0	11139.0	169.0	45.0
226715.0	78962.0	81629.0	11202.0	11109.0	169.0	34.0
226694.0	79462.0	81420.0	11001.0	11334.0	191.0	39.0
227564.0	80244.0	81645.0	11138.0	11264.0	174.0	30.0
228106.0	79695.0	81762.0	11252.0	11049.0	180.0	44.0
227790.0	79721.0	82103.0	11135.0	11201.0	190.0	41.0
227418.0	79968.0	81682.0	11200.0	11138.0	172.0	29.0
227696.0	79310.0	81816.0	11149.0	11233.0	190.0	43.0
227475.0	79420.0	80894.0	11139.0	11148.0	170.0	47.0
227878.0	79734.0	81076.0	11085.0	10909.0	165.0	34.0
227366.0	79400.0	80802.0	11204.0	11099.0	182.0	49.0
227915.0	79707.0	81962.0	11278.0	11203.0	184.0	40.0
228662.0	79610.0	81118.0	11080.0	11197.0	186.0	55.0
228452.0	79731.0	81351.0	11123.0	11229.0	185.0	44.0
228327.0	79775.0	81071.0	11262.0	11167.0	176.0	33.0
229197.0	79161.0	80827.0	11117.0	11128.0	195.0	48.0
228154.0	79595.0	81230.0	11312.0	11134.0	178.0	55.0
228741.0	79236.0	80658.0	11203.0	11270.0	175.0	28.0
228070.0	78868.0	81073.0	11187.0	11241.0	182.0	26.0
227792.0	79446.0	80701.0	11254.0	10979.0	162.0	35.0
228602.0	79378.0	80526.0	11223.0	11065.0	187.0	53.0
228286.0	79008.0	80921.0	10996.0	11192.0	184.0	41.0
228499.0	78464.0	80474.0	11238.0	11127.0	187.0	53.0
228323.0	79555.0	80912.0	10986.0	11136.0	179.0	39.0
229629.0	79264.0	81069.0	11198.0	11232.0	176.0	45.0
229614.0	80119.0	80732.0	11392.0	11233.0	169.0	31.0
229095.0	79718.0	80477.0	11336.0	11138.0	162.0	33.0
228597.0	79149.0	81184.0	11087.0	11150.0	181.0	33.0
228796.0	79045.0	80499.0	11129.0	11111.0	198.0	46.0
229334.0	79429.0	80910.0	11319.0	11088.0	190.0	39.0
230486.0	79744.0	81244.0	11365.0	11293.0	152.0	32.0
229615.0	79609.0	80470.0	11011.0	11067.0	166.0	28.0
229773.0	78708.0	80966.0	11120.0	11035.0	153.0	27.0
230500.0	79479.0	80880.0	11099.0	11231.0	153.0	34.0
228929.0	78681.0	80338.0	11036.0	11168.0	187.0	44.0
229172.0	79385.0	81013.0	11262.0	11132.0	185.0	44.0
230492.0	79148.0	80614.0	11178.0	11172.0	171.0	43.0
229781.0	78928.0	80880.0	11028.0	11098.0	172.0	48.0
229813.0	79033.0	81108.0	11080.0	11362.0	191.0	36.0
229534.0	79164.0	80580.0	11125.0	11107.0	179.0	48.0
229409.0	78885.0	80501.0	11024.0	11153.0	214.0	52.0
230626.0	79043.0	80198.0	11199.0	10996.0	153.0	45.0
230386.0	78933.0	80650.0	11187.0	11144.0	171.0	24.0
230303.0	79268.0	80657.0	10932.0	11344.0	171.0	39.0
230998.0	79280.0	80386.0	11133.0	11143.0	178.0	34.0
230112.0	79351.0	80553.0	11145.0	11044.0	175.0	36.0
229202.0	79361.0	80793.0	11035.0	11207.0	147.0	33.0
230166.0	79516.0	80703.0	10980.0	11181.0	190.0	41.0
229594.0	79274.0	80775.0	11178.0	11114.0	174.0	38.0
