72605.0	67399.0	133.0
72796.0	67778.0	145.0
72181.0	67605.0	117.0
73363.0	67941.0	151.0
73087.0	68085.0	144.0
72929.0	67456.0	130.0
72566.0	67249.0	161.0
72978.0	67138.0	131.0
73167.0	67505.0	137.0
73289.0	67946.0	158.0
73635.0	68346.0	161.0
73049.0	67916.0	134.0
72576.0	67657.0	129.0
72545.0	67319.0	131.0
73385.0	68772.0	166.0
73792.0	68937.0	166.0
72330.0	67656.0	147.0
72578.0	67606.0	136.0
72893.0	67464.0	154.0
72682.0	68111.0	119.0
72810.0	68179.0	125.0
73057.0	68011.0	138.0
73045.0	67949.0	155.0
73173.0	67831.0	149.0
72720.0	67490.0	153.0
72634.0	67685.0	156.0
73127.0	68397.0	149.0
72255.0	67329.0	150.0
72764.0	67678.0	145.0
72751.0	67675.0	133.0
72861.0	67838.0	151.0
72921.0	67456.0	139.0
72425.0	67834.0	154.0
72086.0	66485.0	117.0
72608.0	66872.0	137.0
73051.0	67451.0	161.0
72982.0	67587.0	134.0
72689.0	68239.0	134.0
73135.0	68465.0	124.0
73055.0	67398.0	126.0
72581.0	67496.0	145.0
72048.0	67666.0	154.0
72325.0	67570.0	155.0
72398.0	67381.0	140.0
72946.0	66825.0	160.0
73207.0	67563.0	154.0
72569.0	67502.0	139.0
73065.0	68067.0	146.0
72680.0	67008.0	141.0
72491.0	67322.0	138.0
72477.0	67371.0	113.0
72901.0	66940.0	147.0
72697.0	67659.0	146.0
73751.0	68014.0	134.0
72959.0	67218.0	153.0
72127.0	67444.0	136.0
72717.0	67318.0	145.0
73287.0	67733.0	133.0
73021.0	67167.0	144.0
71754.0	66423.0	144.0
73014.0	67780.0	120.0
72473.0	68098.0	122.0
73109.0	67733.0	143.0
72695.0	67233.0	157.0
72940.0	68065.0	139.0
72619.0	67420.0	132.0
73255.0	67128.0	153.0
73047.0	67306.0	124.0
72738.0	67899.0	140.0
72545.0	67313.0	149.0
73190.0	68270.0	145.0
72745.0	67672.0	138.0
72285.0	67350.0	145.0
72082.0	67212.0	137.0
72691.0	67597.0	131.0
72811.0	67643.0	130.0
73123.0	68033.0	109.0
72708.0	67397.0	164.0
72883.0	67366.0	132.0
72397.0	66996.0	126.0
72720.0	67142.0	152.0
72371.0	66787.0	154.0
72139.0	66678.0	159.0
71948.0	66578.0	139.0
72361.0	67033.0	158.0
72116.0	66508.0	136.0
72335.0	67293.0	141.0
72434.0	67247.0	139.0
71838.0	67443.0	134.0
71895.0	66480.0	140.0
72319.0	67041.0	126.0
72061.0	67155.0	149.0
72139.0	67127.0	144.0
72133.0	67142.0	125.0
72454.0	66858.0	163.0
72467.0	66931.0	123.0
72268.0	66875.0	122.0
71948.0	66641.0	125.0
72174.0	66674.0	147.0
72153.0	66815.0	137.0
