229984.0	154933.0	25870.0
229918.0	154525.0	25298.0
230266.0	155215.0	25325.0
230386.0	154894.0	25571.0
230473.0	155105.0	25605.0
230239.0	155009.0	25394.0
229963.0	155614.0	25686.0
231063.0	154601.0	25531.0
230428.0	155165.0	25442.0
230158.0	155070.0	25502.0
231585.0	155334.0	25787.0
230986.0	154982.0	25550.0
230310.0	155634.0	25252.0
231355.0	155919.0	25800.0
230640.0	155021.0	25649.0
231598.0	154830.0	25601.0
231404.0	155851.0	25612.0
231409.0	155432.0	25393.0
231730.0	155810.0	25847.0
231700.0	156152.0	25692.0
231888.0	156097.0	25998.0
231880.0	155278.0	25568.0
231227.0	155942.0	25529.0
232656.0	156393.0	25655.0
232563.0	155903.0	25624.0
232125.0	155770.0	25601.0
231116.0	156066.0	25706.0
232177.0	156444.0	25920.0
233695.0	156579.0	25911.0
233551.0	156740.0	26123.0
233258.0	156877.0	25850.0
232926.0	156709.0	25857.0
233090.0	156570.0	25624.0
232961.0	156554.0	25888.0
233249.0	156714.0	25641.0
233093.0	156807.0	25929.0
232675.0	156837.0	25738.0
233949.0	156473.0	25820.0
233654.0	157410.0	26016.0
233194.0	156847.0	25736.0
233531.0	156771.0	25851.0
233464.0	156525.0	25611.0
234402.0	157681.0	25787.0
234276.0	157609.0	25920.0
234370.0	157030.0	26024.0
235052.0	157641.0	26014.0
233953.0	157659.0	26050.0
235493.0	158232.0	26324.0
234826.0	157676.0	25896.0
234721.0	156626.0	25647.0
234242.0	157376.0	26040.0
235078.0	157971.0	26133.0
234714.0	156758.0	25960.0
234126.0	157010.0	26055.0
234976.0	156949.0	25960.0
234567.0	156930.0	25791.0
235299.0	157759.0	25892.0
235259.0	158260.0	26017.0
235716.0	158680.0	26286.0
235168.0	157355.0	25830.0
234712.0	157884.0	25872.0
235450.0	157631.0	25999.0
236123.0	157925.0	26239.0
235165.0	158541.0	26355.0
236360.0	158402.0	26169.0
235996.0	158264.0	26045.0
236074.0	158175.0	25995.0
235711.0	157930.0	25987.0
236026.0	158338.0	25944.0
236257.0	157404.0	25946.0
237157.0	158079.0	26158.0
235975.0	158266.0	26211.0
236440.0	158347.0	26043.0
236353.0	158506.0	25945.0
236384.0	158532.0	26225.0
236053.0	157967.0	25832.0
236227.0	158534.0	26005.0
236618.0	158425.0	25977.0
237052.0	158514.0	26231.0
237208.0	158798.0	26071.0
237139.0	159013.0	26222.0
236922.0	158952.0	26006.0
237793.0	159024.0	26316.0
237263.0	158210.0	26109.0
236654.0	158833.0	26244.0
238359.0	158154.0	26192.0
237349.0	158983.0	26329.0
238292.0	158873.0	26355.0
236280.0	158005.0	25970.0
237706.0	159143.0	26337.0
237322.0	158604.0	25892.0
237306.0	159608.0	26333.0
238143.0	159086.0	26059.0
237736.0	159699.0	26152.0
238475.0	159732.0	25942.0
238431.0	158948.0	26165.0
238203.0	158846.0	26132.0
237979.0	158978.0	25972.0
238820.0	159741.0	26221.0
238298.0	159336.0	26288.0
