348.0	177.0	0.0
339.0	190.0	0.0
361.0	147.0	0.0
320.0	168.0	0.0
352.0	148.0	0.0
341.0	156.0	0.0
361.0	152.0	0.0
323.0	187.0	0.0
313.0	159.0	0.0
308.0	167.0	0.0
324.0	155.0	0.0
334.0	190.0	0.0
318.0	187.0	0.0
377.0	151.0	0.0
336.0	156.0	0.0
348.0	144.0	0.0
314.0	169.0	0.0
317.0	151.0	0.0
326.0	154.0	0.0
346.0	169.0	0.0
311.0	160.0	0.0
331.0	162.0	0.0
329.0	157.0	0.0
327.0	143.0	0.0
345.0	168.0	0.0
333.0	151.0	0.0
337.0	153.0	0.0
352.0	159.0	0.0
312.0	167.0	0.0
319.0	175.0	0.0
342.0	140.0	0.0
317.0	142.0	0.0
341.0	177.0	0.0
344.0	153.0	0.0
357.0	145.0	0.0
287.0	141.0	0.0
324.0	161.0	0.0
323.0	178.0	0.0
356.0	162.0	0.0
315.0	135.0	0.0
352.0	149.0	0.0
370.0	156.0	0.0
317.0	148.0	0.0
325.0	144.0	0.0
326.0	151.0	0.0
316.0	170.0	0.0
329.0	143.0	0.0
317.0	155.0	0.0
333.0	196.0	0.0
321.0	137.0	0.0
348.0	156.0	0.0
357.0	168.0	0.0
344.0	167.0	0.0
346.0	127.0	0.0
319.0	137.0	0.0
334.0	154.0	0.0
364.0	168.0	0.0
314.0	185.0	0.0
324.0	168.0	0.0
353.0	172.0	0.0
380.0	161.0	0.0
328.0	144.0	0.0
340.0	180.0	0.0
330.0	174.0	0.0
345.0	177.0	0.0
327.0	183.0	0.0
352.0	161.0	0.0
362.0	135.0	0.0
332.0	150.0	0.0
329.0	153.0	0.0
338.0	158.0	0.0
334.0	180.0	0.0
345.0	142.0	0.0
340.0	182.0	0.0
310.0	170.0	0.0
338.0	174.0	0.0
353.0	173.0	0.0
328.0	153.0	0.0
322.0	180.0	0.0
322.0	163.0	0.0
310.0	163.0	0.0
356.0	185.0	0.0
339.0	187.0	0.0
327.0	169.0	0.0
346.0	153.0	0.0
347.0	168.0	0.0
351.0	175.0	0.0
353.0	167.0	0.0
311.0	152.0	0.0
333.0	170.0	0.0
358.0	158.0	0.0
320.0	144.0	0.0
361.0	158.0	0.0
344.0	185.0	0.0
359.0	170.0	0.0
352.0	157.0	0.0
340.0	167.0	0.0
352.0	159.0	0.0
340.0	170.0	0.0
309.0	177.0	0.0
